Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
1500 BLOCK OF NE 32ND AVE,22-77967,Person,Sullivan's Gulch,3/23/2022,1344,Assault Offenses,Intimidation,45.534141275,-122.633174970,3/23/2022,1
1500 BLOCK OF NE 32ND AVE,22-902121,Property,Sullivan's Gulch,1/21/2022,1844,Larceny Offenses,Theft From Building,45.534141275,-122.633174970,1/22/2022,1
1500 BLOCK OF NE 32ND AVE,22-904013,Property,Sullivan's Gulch,1/26/2022,0800,Larceny Offenses,All Other Larceny,45.534141275,-122.633174970,2/10/2022,1
1500 BLOCK OF NE 32ND AVE,22-904789,Property,Sullivan's Gulch,12/27/2021,0000,Fraud Offenses,Identity Theft,45.534141275,-122.633174970,2/17/2022,1
1500 BLOCK OF NE 37TH AVE,22-36431,Property,Sullivan's Gulch,2/7/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.534299822,-122.625060926,2/8/2022,1
1500 BLOCK OF NE 37TH AVE,22-46163,Property,Sullivan's Gulch,2/16/2022,1100,Motor Vehicle Theft,Motor Vehicle Theft,45.534299822,-122.625060926,2/18/2022,1
1500 BLOCK OF NE 37TH AVE,22-900392,Property,Hollywood,1/5/2022,1029,Larceny Offenses,Theft From Building,45.534299388,-122.624935987,1/7/2022,1
1500 BLOCK OF NE 40TH AVE,22-18634,Property,Hollywood,1/20/2022,1953,Larceny Offenses,Shoplifting,45.534163773,-122.622327055,1/20/2022,1
1500 BLOCK OF NE 40TH AVE,22-19690,Property,Hollywood,1/21/2022,1835,Larceny Offenses,Shoplifting,45.534163773,-122.622327055,1/21/2022,1
1500 BLOCK OF NE 40TH AVE,22-25340,Property,Hollywood,1/27/2022,1300,Larceny Offenses,Shoplifting,45.534163773,-122.622327055,1/27/2022,1
1500 BLOCK OF NE 40TH AVE,22-32021,Property,Hollywood,2/3/2022,1530,Burglary,Burglary,45.534163773,-122.622327055,2/3/2022,1
1500 BLOCK OF NE 40TH AVE,22-32021,Property,Hollywood,2/3/2022,1530,Larceny Offenses,Shoplifting,45.534163773,-122.622327055,2/3/2022,1
1500 BLOCK OF NE 40TH AVE,22-59477,Property,Hollywood,3/3/2022,1500,Larceny Offenses,Shoplifting,45.534163773,-122.622327055,3/4/2022,1
1500 BLOCK OF NE 40TH AVE,22-900194,Property,Hollywood,1/1/2022,1415,Larceny Offenses,Shoplifting,45.534163773,-122.622327055,1/1/2022,1
1500 BLOCK OF NE 40TH AVE,22-901290,Property,Hollywood,1/13/2022,1830,Larceny Offenses,Shoplifting,45.534163773,-122.622327055,1/13/2022,1
1500 BLOCK OF NE 40TH AVE,22-901471,Property,Hollywood,1/9/2022,1720,Larceny Offenses,Shoplifting,45.534163773,-122.622327055,1/13/2022,1
1500 BLOCK OF NE 40TH AVE,22-901987,Property,Hollywood,1/20/2022,1945,Larceny Offenses,Shoplifting,45.534163773,-122.622327055,1/21/2022,1
1500 BLOCK OF NE 40TH AVE,22-906551,Property,Hollywood,3/6/2022,1430,Larceny Offenses,Shoplifting,45.534163773,-122.622327055,3/6/2022,1
1500 BLOCK OF NE 40TH AVE,22-908095,Property,Hollywood,3/20/2022,1500,Larceny Offenses,Shoplifting,45.534163773,-122.622327055,3/22/2022,1
1500 BLOCK OF NE 42ND AVE,22-58047,Property,Hollywood,3/3/2022,0355,Vandalism,Vandalism,45.534147245,-122.620249601,3/3/2022,1
1500 BLOCK OF NE 42ND AVE,22-60935,Property,Hollywood,3/6/2022,0643,Burglary,Burglary,45.534147245,-122.620249601,3/6/2022,1
1500 BLOCK OF NE 42ND AVE,22-76527,Property,Hollywood,3/22/2022,0533,Burglary,Burglary,45.534147245,-122.620249601,3/22/2022,1
1500 BLOCK OF NE 42ND AVE,22-900729,Property,Hollywood,1/4/2022,1545,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.534147245,-122.620249601,1/5/2022,1
1500 BLOCK OF NE 42ND AVE,22-900779,Property,Hollywood,1/4/2022,1602,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.534147245,-122.620249601,1/4/2022,1
1500 BLOCK OF NE 45TH AVE,22-75225,Property,Hollywood,3/17/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.534110604,-122.616879236,3/20/2022,1
1500 BLOCK OF NE 47TH AVE,22-67790,Property,Rose City Park,3/12/2022,2130,Motor Vehicle Theft,Motor Vehicle Theft,45.534099977,-122.614923027,3/13/2022,1
1500 BLOCK OF NE 50TH AVE,22-905360,Property,Rose City Park,2/22/2022,1740,Larceny Offenses,All Other Larceny,45.534085023,-122.612006322,2/23/2022,1
1500 BLOCK OF NE 50TH AVE,22-905395,Property,Rose City Park,2/22/2022,2200,Larceny Offenses,All Other Larceny,45.534084575,-122.611881383,2/23/2022,1
1500 BLOCK OF NE 52ND AVE,22-85733,Property,Rose City Park,3/31/2022,0919,Larceny Offenses,Theft From Motor Vehicle,45.534053740,-122.609975178,3/31/2022,1
1500 BLOCK OF NE 52ND AVE,22-85733,Property,Rose City Park,3/31/2022,0919,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.534053740,-122.609975178,3/31/2022,1
1500 BLOCK OF NE 58TH AVE,22-6027,Person,Rose City Park,1/7/2022,1800,Assault Offenses,Intimidation,45.534022495,-122.603747456,1/7/2022,1
1500 BLOCK OF NE 61ST AVE,22-902677,Property,Rose City Park,1/27/2022,2340,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.534012748,-122.600530369,1/28/2022,1
1500 BLOCK OF NE 65TH AVE,22-70659,Property,Madison South,3/15/2022,1130,Burglary,Burglary,45.533981754,-122.596668378,3/16/2022,1
1500 BLOCK OF NE 65TH AVE,22-70737,Property,Madison South,3/15/2022,2200,Larceny Offenses,Theft From Motor Vehicle,45.533981754,-122.596668378,3/16/2022,1
1500 BLOCK OF NE 66TH AVE,22-7662,Person,Madison South,1/9/2022,1554,Assault Offenses,Simple Assault,45.534044160,-122.595804042,1/9/2022,1
1500 BLOCK OF NE 66TH AVE,22-9890,Property,Madison South,1/11/2022,2122,Burglary,Burglary,45.534044160,-122.595804042,1/11/2022,1
1500 BLOCK OF NE 68TH AVE,22-901196,Property,Madison South,12/24/2021,0745,Larceny Offenses,All Other Larceny,45.534211578,-122.593241524,1/11/2022,1
1500 BLOCK OF NE 74TH AVE,22-48297,Property,Montavilla,2/4/2022,2010,Larceny Offenses,Theft From Motor Vehicle,45.534048630,-122.587266634,2/20/2022,1
1500 BLOCK OF NE 74TH AVE,22-903878,Property,Montavilla,1/27/2022,1330,Larceny Offenses,All Other Larceny,45.534048155,-122.587141696,2/9/2022,1
1500 BLOCK OF NE 77TH AVE,22-66837,Property,Montavilla,3/11/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.533952437,-122.584101045,3/12/2022,1
1500 BLOCK OF NE 82ND AVE,22-13628,Property,Madison South,1/15/2022,1634,Larceny Offenses,Theft From Building,45.533898060,-122.579074910,1/15/2022,1
1500 BLOCK OF NE 92ND AVE,22-6441,Person,Madison South,1/8/2022,0800,Assault Offenses,Aggravated Assault,45.533743786,-122.568618949,1/8/2022,1
1500 BLOCK OF NE 112TH AVE,22-36148,Property,Parkrose Heights,2/6/2022,0000,Fraud Offenses,Credit Card/ATM Fraud,45.533730558,-122.547140207,2/8/2022,1
1500 BLOCK OF NE 122ND AVE,22-900449,Property,Parkrose Heights,1/6/2022,1900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.533923077,-122.537696260,1/7/2022,1
1500 BLOCK OF NE 129TH PL,22-902180,Property,Russell,1/21/2022,2230,Larceny Offenses,Theft From Motor Vehicle,45.533880520,-122.529247127,1/22/2022,1
1500 BLOCK OF NE 132ND AVE,22-55691,Property,Russell,2/28/2022,2040,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.533907201,-122.527268908,2/28/2022,1
1500 BLOCK OF NE ALBERTA ST,22-71538,Property,Vernon,3/17/2022,0345,Burglary,Burglary,45.559045191,-122.649225759,3/17/2022,1
1500 BLOCK OF NE BROADWAY,22-61943,Property,Irvington,3/7/2022,1042,Robbery,Robbery,45.535079347,-122.649973640,3/7/2022,1
1500 BLOCK OF NE BROADWAY,22-680350,Property,Sullivan's Gulch,3/7/2022,1042,Robbery,Robbery,45.534991540,-122.649974218,3/7/2022,1
1500 BLOCK OF NE BRYANT ST,22-81758,Property,Woodlawn,3/27/2022,1000,Vandalism,Vandalism,45.573279678,-122.649632243,3/27/2022,1
1500 BLOCK OF NE COLUMBIA BLVD,22-79494,Property,Sunderland,3/25/2022,0055,Motor Vehicle Theft,Motor Vehicle Theft,45.577845117,-122.649480992,3/25/2022,1
1500 BLOCK OF NE COLUMBIA BLVD,22-82950,Property,Woodlawn,3/28/2022,0200,Larceny Offenses,All Other Larceny,45.577759396,-122.649516812,3/28/2022,1
1500 BLOCK OF NE KILLINGSWORTH ST,22-903456,Property,Vernon,2/4/2022,2115,Vandalism,Vandalism,45.562674949,-122.649374973,2/6/2022,1
1500 BLOCK OF NE MARTIN LUTHER KING JR BLVD,22-55003,Property,Lloyd,2/28/2022,0432,Burglary,Burglary,45.534000349,-122.661714626,2/28/2022,1
1500 BLOCK OF NE MULTNOMAH ST,22-903547,Property,Sullivan's Gulch,2/6/2022,1930,Vandalism,Vandalism,45.531427304,-122.649987572,2/7/2022,1
1500 BLOCK OF NE MULTNOMAH ST,22-903872,Property,Sullivan's Gulch,2/8/2022,2000,Larceny Offenses,Theft From Motor Vehicle,45.531427304,-122.649987572,2/9/2022,1
1500 BLOCK OF NE MULTNOMAH ST,22-905910,Property,Sullivan's Gulch,2/25/2022,1930,Larceny Offenses,Theft From Motor Vehicle,45.531427304,-122.649987572,2/28/2022,1
1500 BLOCK OF NE MULTNOMAH ST,22-907230,Property,Sullivan's Gulch,3/12/2022,0950,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.531427304,-122.649987572,3/14/2022,1
1500 BLOCK OF NE MULTNOMAH ST,22-908172,Property,Sullivan's Gulch,3/23/2022,2215,Larceny Offenses,Theft From Motor Vehicle,45.531427304,-122.649987572,3/23/2022,1
1500 BLOCK OF NE MULTNOMAH ST,22-908380,Property,Sullivan's Gulch,3/25/2022,2145,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.531427304,-122.649987572,3/26/2022,1
1500 BLOCK OF NE SANDY BLVD,22-680397,Property,Kerns,3/29/2022,0025,Motor Vehicle Theft,Motor Vehicle Theft,45.524252829,-122.649832988,3/29/2022,1
1500 BLOCK OF NE STANTON ST,22-901146,Property,Irvington,1/9/2022,1405,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.543602043,-122.649921649,1/11/2022,1
1500 BLOCK OF NE TILLAMOOK ST,22-906629,Property,Irvington,3/5/2022,2230,Burglary,Burglary,45.537490827,-122.649982992,3/6/2022,1
1500 BLOCK OF NE WEIDLER ST,22-69772,Property,Sullivan's Gulch,3/15/2022,0516,Burglary,Burglary,45.534269963,-122.649974216,3/15/2022,1
1500 BLOCK OF NW 14TH AVE,22-901004,Property,Pearl,12/31/2021,0400,Vandalism,Vandalism,45.533953685,-122.685507001,1/3/2022,1
1500 BLOCK OF NW 14TH AVE,22-902369,Property,Pearl,1/21/2022,0445,Burglary,Burglary,45.533953685,-122.685507001,1/24/2022,1
1500 BLOCK OF NW 14TH AVE,22-907153,Property,Pearl,3/14/2022,1043,Larceny Offenses,Theft From Motor Vehicle,45.533953685,-122.685507001,3/14/2022,1
1500 BLOCK OF NW 14TH AVE,22-907896,Property,Pearl,3/12/2022,2100,Larceny Offenses,Theft From Motor Vehicle,45.533953685,-122.685507001,3/20/2022,1
1500 BLOCK OF NW 18TH AVE,22-27941,Property,Northwest,1/30/2022,0819,Vandalism,Vandalism,45.533879204,-122.689564183,1/30/2022,1
1500 BLOCK OF NW 18TH AVE,22-32455,Property,Northwest,2/4/2022,0224,Burglary,Burglary,45.533879204,-122.689564183,2/4/2022,1
1500 BLOCK OF NW 18TH AVE,22-36055,Property,Northwest,2/8/2022,0306,Burglary,Burglary,45.533876825,-122.689689016,2/8/2022,1
1500 BLOCK OF NW 21ST AVE,22-2694,Property,Northwest,1/3/2022,2230,Motor Vehicle Theft,Motor Vehicle Theft,45.533782831,-122.694760451,1/4/2022,1
1500 BLOCK OF NW 21ST AVE,22-901967,Property,Northwest,1/21/2022,0800,Vandalism,Vandalism,45.533782831,-122.694760451,1/21/2022,1
1500 BLOCK OF NW 21ST AVE,22-902085,Property,Northwest,1/20/2022,2000,Vandalism,Vandalism,45.533782831,-122.694760451,1/21/2022,1
1500 BLOCK OF NW 22ND AVE,22-905510,Property,Northwest,2/25/2022,1430,Vandalism,Vandalism,45.533749202,-122.696664252,2/25/2022,1
1500 BLOCK OF NW 53RD DR,22-903608,Property,Forest Park,2/5/2022,1305,Larceny Offenses,Theft From Motor Vehicle,45.533530739,-122.732915273,2/7/2022,1
1500 BLOCK OF NW 53RD DR,22-904408,Property,Forest Park,2/10/2022,1140,Larceny Offenses,Theft From Motor Vehicle,45.533530739,-122.732915273,2/14/2022,1
1500 BLOCK OF NW KEARNEY ST,22-905989,Property,Northwest,2/23/2022,2200,Vandalism,Vandalism,45.529242487,-122.687254000,3/1/2022,1
1500 BLOCK OF NW KEARNEY ST,22-906650,Property,Northwest,3/5/2022,2200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.529242487,-122.687254000,3/6/2022,1
1500 BLOCK OF NW OVERTON ST,22-900523,Property,Pearl,1/5/2022,2350,Larceny Offenses,Theft From Motor Vehicle,45.532188900,-122.686981050,1/6/2022,1
1500 BLOCK OF NW OVERTON ST,22-904158,Property,Pearl,2/8/2022,2100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.532188900,-122.686981050,2/10/2022,1
1500 BLOCK OF NW QUIMBY ST,22-55710,Property,Northwest,2/27/2022,1639,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.533597881,-122.687335931,2/28/2022,1
1500 BLOCK OF NW QUIMBY ST,22-72016,Property,Northwest,3/8/2022,0001,Motor Vehicle Theft,Motor Vehicle Theft,45.533597881,-122.687335931,3/17/2022,1
1500 BLOCK OF NW QUIMBY ST,22-73396,Property,Northwest,3/18/2022,2305,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.533597881,-122.687335931,3/18/2022,1
1500 BLOCK OF NW QUIMBY ST,22-907356,Property,Pearl,3/15/2022,1435,Fraud Offenses,Identity Theft,45.533520986,-122.686763003,3/15/2022,1
1500 BLOCK OF NW THURMAN ST,22-2062,Society,Northwest,1/3/2022,1417,Weapon Law Violations,Weapons Law Violations,45.535664509,-122.687157900,1/3/2022,1
1500 BLOCK OF NW THURMAN ST,22-900888,Property,Northwest,1/7/2022,1800,Burglary,Burglary,45.535664509,-122.687157900,1/10/2022,1
1500 BLOCK OF S HARBOR WAY,22-46984,Person,Downtown,2/19/2022,0734,Assault Offenses,Aggravated Assault,45.511666791,-122.674663161,2/19/2022,2
1500 BLOCK OF S HARBOR WAY,22-46984,Society,Downtown,2/19/2022,0734,Weapon Law Violations,Weapons Law Violations,45.511666791,-122.674663161,2/19/2022,1
1500 BLOCK OF S HARBOR WAY,22-908346,Property,Downtown,3/24/2022,1445,Larceny Offenses,Theft From Motor Vehicle,45.511529611,-122.674373037,3/24/2022,1
1500 BLOCK OF SE 10TH AVE,22-40545,Property,Hosford-Abernethy,2/12/2022,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.511860571,-122.655646620,2/12/2022,1
1500 BLOCK OF SE 16TH AVE,22-908721,Property,Hosford-Abernethy,3/28/2022,0100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.511968259,-122.649313304,3/29/2022,1
1500 BLOCK OF SE 22ND AVE,22-903992,Property,Hosford-Abernethy,2/9/2022,2340,Larceny Offenses,All Other Larceny,45.511796553,-122.643230889,2/10/2022,1
1500 BLOCK OF SE 25TH AVE,22-11520,Property,Hosford-Abernethy,1/9/2022,1500,Larceny Offenses,All Other Larceny,45.511647682,-122.640325857,1/13/2022,1
1500 BLOCK OF SE 31ST AVE,22-474,Property,Richmond,12/23/2021,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.511752302,-122.633816848,1/1/2022,1
1500 BLOCK OF SE 32ND AVE,22-853,Person,Richmond,1/2/2022,0201,Assault Offenses,Aggravated Assault,45.511751512,-122.632677346,1/2/2022,1
1500 BLOCK OF SE 32ND PL,22-908618,Property,Richmond,3/25/2022,2100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.511756765,-122.631655140,3/28/2022,1
1500 BLOCK OF SE 35TH AVE,22-75183,Property,Richmond,3/18/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.511742240,-122.628591291,3/20/2022,1
1500 BLOCK OF SE 42ND AVE,22-32713,Property,Richmond,2/3/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.511667566,-122.619125451,2/4/2022,1
1500 BLOCK OF SE 44TH AVE,22-49670,Property,Richmond,2/22/2022,1132,Larceny Offenses,All Other Larceny,45.511663826,-122.617096127,2/22/2022,1
1500 BLOCK OF SE 45TH AVE,22-35534,Property,Richmond,2/7/2022,1329,Motor Vehicle Theft,Motor Vehicle Theft,45.511660943,-122.616210203,2/7/2022,1
1500 BLOCK OF SE 59TH AVE,22-906569,Property,Mt Tabor,3/8/2022,1435,Vandalism,Vandalism,45.511561203,-122.602665646,3/8/2022,1
1500 BLOCK OF SE 84TH AVE,22-40740,Property,Montavilla,2/12/2022,2116,Vandalism,Vandalism,45.512111770,-122.577075415,2/12/2022,1
1500 BLOCK OF SE 84TH AVE,22-61714,Property,Montavilla,3/7/2022,0313,Vandalism,Vandalism,45.512111770,-122.577075415,3/7/2022,1
1500 BLOCK OF SE 84TH AVE,22-71907,Property,Montavilla,3/4/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.512111770,-122.577075415,3/17/2022,1
1500 BLOCK OF SE 96TH AVE,22-61941,Property,Hazelwood,3/7/2022,0355,Burglary,Burglary,45.512140962,-122.564191251,3/7/2022,1
1500 BLOCK OF SE 96TH AVE,22-78938,Society,Hazelwood,3/24/2022,1307,Weapon Law Violations,Weapons Law Violations,45.512140962,-122.564191251,3/24/2022,1
1500 BLOCK OF SE 96TH AVE,22-902143,Property,Hazelwood,1/23/2022,1700,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.512140962,-122.564191251,1/23/2022,1
1500 BLOCK OF SE 107TH AVE,22-8397,Property,Hazelwood,1/10/2022,1217,Vandalism,Vandalism,45.512375481,-122.553093966,1/10/2022,1
1500 BLOCK OF SE 122ND AVE,22-906154,Property,Mill Park,2/26/2022,2100,Burglary,Burglary,45.512278338,-122.537746889,3/3/2022,1
1500 BLOCK OF SE 129TH AVE,22-906854,Property,Mill Park,3/7/2022,2000,Larceny Offenses,Theft From Motor Vehicle,45.512390787,-122.531242015,3/8/2022,1
1500 BLOCK OF SE 143RD AVE,22-82751,Property,Centennial,3/28/2022,1010,Larceny Offenses,Theft From Motor Vehicle,45.511891184,-122.516306125,3/28/2022,1
1500 BLOCK OF SE 162ND AVE,22-4508,Property,Centennial,1/1/2022,1000,Counterfeiting/Forgery,Counterfeiting/Forgery,45.511973879,-122.496489986,1/6/2022,1
1500 BLOCK OF SE DIVISION ST,22-900960,Property,Hosford-Abernethy,1/12/2022,0300,Larceny Offenses,Theft From Motor Vehicle,45.504884367,-122.650180670,1/12/2022,1
1500 BLOCK OF SE ELLIS ST,22-59415,Property,Sellwood-Moreland,3/2/2022,2130,Motor Vehicle Theft,Motor Vehicle Theft,45.482421730,-122.650192591,3/4/2022,1
1500 BLOCK OF SE LADD AVE,22-4773,Property,Hosford-Abernethy,1/6/2022,0730,Motor Vehicle Theft,Motor Vehicle Theft,45.511822125,-122.653307662,1/6/2022,1
1500 BLOCK OF SE LADD AVE,22-906866,Property,Hosford-Abernethy,3/9/2022,2300,Larceny Offenses,Theft From Motor Vehicle,45.511878787,-122.653212252,3/10/2022,1
1500 BLOCK OF SE MAIN ST,22-900002,Property,Buckman East,1/1/2022,1900,Larceny Offenses,All Other Larceny,45.513582898,-122.650119783,1/2/2022,1
1500 BLOCK OF SE MAPLE AVE,22-904612,Property,Hosford-Abernethy,2/15/2022,2200,Larceny Offenses,Theft From Motor Vehicle,45.511227941,-122.650900832,2/16/2022,1
1500 BLOCK OF SE SPOKANE ST,22-81747,Property,Sellwood-Moreland,3/25/2022,0300,Vandalism,Vandalism,45.465076728,-122.650016000,3/27/2022,1
1500 BLOCK OF SE TAYLOR ST,22-900170,Property,Buckman East,12/16/2021,0800,Larceny Offenses,All Other Larceny,45.515007087,-122.650107365,1/1/2022,1
1500 BLOCK OF SW 12TH AVE,22-42807,Property,Downtown,2/15/2022,0530,Burglary,Burglary,45.514903754,-122.687267578,2/15/2022,1
1500 BLOCK OF SW 13TH AVE,22-18016,Person,Downtown,1/20/2022,1016,Assault Offenses,Simple Assault,45.515161139,-122.688159481,1/20/2022,1
1500 BLOCK OF SW 13TH AVE,22-39981,Property,Downtown,2/12/2022,0001,Burglary,Burglary,45.515161139,-122.688159481,2/12/2022,1
1500 BLOCK OF SW 18TH AVE,22-902264,Property,Goose Hollow,1/23/2022,1610,Vandalism,Vandalism,45.516505261,-122.693210640,1/24/2022,1
1500 BLOCK OF SW ALDER ST,22-907122,Property,Goose Hollow,3/11/2022,2130,Larceny Offenses,All Other Larceny,45.522204617,-122.687271710,3/14/2022,1
1500 BLOCK OF SW BROADWAY DR,22-901716,Property,Southwest Hills,1/17/2022,2225,Vandalism,Vandalism,45.506012489,-122.695985564,1/18/2022,1
1500 BLOCK OF SW CLAY ST,22-905171,Property,Goose Hollow,2/21/2022,1600,Larceny Offenses,Theft From Motor Vehicle,45.516218182,-122.690569142,2/21/2022,1
1500 BLOCK OF SW COLLEGE ST,22-17337,Property,Goose Hollow,1/18/2022,2100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.512238812,-122.692636112,1/19/2022,1
1500 BLOCK OF SW COLUMBIA ST,22-58290,Person,Goose Hollow,3/3/2022,1105,Assault Offenses,Aggravated Assault,45.516875914,-122.690176924,3/3/2022,1
1500 BLOCK OF SW COLUMBIA ST,22-58290,Property,Goose Hollow,3/3/2022,1105,Larceny Offenses,All Other Larceny,45.516875914,-122.690176924,3/3/2022,1
1500 BLOCK OF SW COLUMBIA ST,22-900303,Property,Goose Hollow,1/8/2022,1815,Larceny Offenses,Theft From Motor Vehicle,45.516875914,-122.690176924,1/8/2022,1
1500 BLOCK OF SW CUSTER DR,22-6860,Property,Hillsdale,1/7/2022,1730,Motor Vehicle Theft,Motor Vehicle Theft,45.470734500,-122.694801758,1/8/2022,1
1500 BLOCK OF SW CUSTER DR,22-34502,Property,Hillsdale,2/5/2022,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.470791197,-122.694706458,2/6/2022,1
1500 BLOCK OF SW CUSTER DR,22-907106,Property,Hillsdale,3/13/2022,2150,Larceny Offenses,Theft From Motor Vehicle,45.470791197,-122.694706458,3/14/2022,1
1500 BLOCK OF SW DAVENPORT ST,22-10587,Property,Southwest Hills,12/1/2021,0001,Motor Vehicle Theft,Motor Vehicle Theft,45.506742121,-122.695565042,1/12/2022,1
1500 BLOCK OF SW DAVENPORT ST,22-42334,Property,Southwest Hills,1/24/2022,1543,Motor Vehicle Theft,Motor Vehicle Theft,45.506742121,-122.695565042,2/14/2022,1
1500 BLOCK OF SW HARRISON ST,22-680244,Property,Goose Hollow,2/27/2022,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.513424092,-122.691916989,2/28/2022,1
1500 BLOCK OF SW JEFFERSON ST,22-27152,Property,Goose Hollow,1/28/2022,0400,Burglary,Burglary,45.517435976,-122.689870693,1/29/2022,1
1500 BLOCK OF SW JEFFERSON ST,22-905628,Property,Goose Hollow,2/24/2022,0000,Larceny Offenses,Theft From Motor Vehicle,45.517519118,-122.689827066,2/25/2022,1
1500 BLOCK OF SW MARKET ST,22-2736,Property,Goose Hollow,1/3/2022,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.515687874,-122.691329214,1/4/2022,1
1500 BLOCK OF SW PARK AVE,22-18062,Property,Downtown,1/20/2022,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.513928090,-122.683604557,1/20/2022,1
1500 BLOCK OF SW PARK AVE,22-54546,Property,Downtown,2/27/2022,1607,Robbery,Robbery,45.514094438,-122.684235358,2/27/2022,1
1500 BLOCK OF SW PARK AVE,22-900775,Property,Downtown,12/27/2021,0700,Vandalism,Vandalism,45.514094438,-122.684235358,1/4/2022,1
1500 BLOCK OF SW PARK AVE,22-901371,Property,Downtown,1/18/2022,2300,Larceny Offenses,Theft From Motor Vehicle,45.513928090,-122.683604557,1/19/2022,1
1500 BLOCK OF SW PARK AVE,22-903236,Property,Downtown,1/30/2022,1725,Larceny Offenses,Theft From Building,45.514094438,-122.684235358,2/2/2022,1
1500 BLOCK OF SW PARK AVE,22-903273,Property,Downtown,2/3/2022,0830,Larceny Offenses,Theft From Building,45.514094438,-122.684235358,2/3/2022,1
1500 BLOCK OF SW PARK AVE,22-905003,Property,Downtown,2/19/2022,1420,Larceny Offenses,All Other Larceny,45.514094438,-122.684235358,2/22/2022,1
1500 BLOCK OF SW PARK AVE,22-905753,Property,Downtown,2/26/2022,1640,Larceny Offenses,All Other Larceny,45.514094438,-122.684235358,2/27/2022,1
1500 BLOCK OF SW UPPER HALL ST,22-908993,Property,Goose Hollow,3/31/2022,1430,Vandalism,Vandalism,45.513974363,-122.693561683,3/31/2022,1
1500 BLOCK OF W BURNSIDE ST,22-41642,Property,Goose Hollow,2/13/2022,2254,Vandalism,Vandalism,45.522834845,-122.686882256,2/13/2022,1
1500 BLOCK OF W BURNSIDE ST,22-60313,Person,Northwest,3/5/2022,1256,Assault Offenses,Simple Assault,45.522922578,-122.686885635,3/5/2022,1
1600 BLOCK OF E BURNSIDE ST,22-25214,Property,Buckman East,1/26/2022,1730,Motor Vehicle Theft,Motor Vehicle Theft,45.522849158,-122.649042156,1/27/2022,1
1600 BLOCK OF E BURNSIDE ST,22-85839,Person,Buckman East,3/30/2022,2200,Assault Offenses,Simple Assault,45.522849158,-122.649042156,3/31/2022,1
1600 BLOCK OF N ALBERTA ST,22-905627,Property,Overlook,2/27/2022,1125,Larceny Offenses,Theft From Motor Vehicle,45.559148326,-122.684227790,2/27/2022,1
1600 BLOCK OF N BRYANT ST,22-905609,Property,Arbor Lodge,2/26/2022,0005,Larceny Offenses,Theft From Motor Vehicle,45.573468503,-122.683736119,2/28/2022,1
1600 BLOCK OF N EMERSON ST,22-15151,Property,Overlook,1/15/2022,1500,Motor Vehicle Theft,Motor Vehicle Theft,45.561198113,-122.684212961,1/17/2022,1
1600 BLOCK OF N EMERSON ST,22-59393,Property,Overlook,3/4/2022,1504,Burglary,Burglary,45.561198113,-122.684212961,3/4/2022,1
1600 BLOCK OF N HUMBOLDT ST,22-78971,Property,Overlook,3/24/2022,1130,Burglary,Burglary,45.558346877,-122.684243805,3/24/2022,1
1600 BLOCK OF N JANTZEN AVE,22-63337,Property,Hayden Island,3/8/2022,0200,Motor Vehicle Theft,Motor Vehicle Theft,45.609811760,-122.683670180,3/8/2022,1
1600 BLOCK OF N LOMBARD ST,22-900627,Property,Arbor Lodge,1/7/2022,1420,Larceny Offenses,Shoplifting,45.577079528,-122.683714957,1/8/2022,1
1600 BLOCK OF N LOMBARD ST,22-901236,Property,Arbor Lodge,1/10/2022,0523,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.577079528,-122.683714957,1/10/2022,1
